title,release_date,popularity,vote_average,vote_count
Atomic Dog,1998-01-14,0.5494,3.4,12
Ultraman Mebius Side Story: Armored Darkness - STAGE II: The Immortal Wicked Armor,2008-08-22,0.5309,0.0,0
Cutie Honey: Tears,2016-10-01,0.9186,5.4,28
Futurmania,2002-09-02,1.1929,6.8,5
Devil's Body,1987-03-25,0.4017,0.0,0
The Specials,2000-09-22,1.1255,5.119,42
God Raiga Vs. King Ohga,2021-05-25,0.6642,5.0,4
Andromeda,2022-10-31,0.5548,3.6,5
The Hereafter,2023-12-13,1.1321,0.0,0
The Flight That Disappeared,1961-09-01,0.7554,5.278,18
Zona Invadida,2015-09-15,1.1742,4.4,5
The Tank,2017-12-31,0.9066,4.9,18
Tegoyo,2022-10-06,0.981,6.0,1
Unholy,2007-09-04,0.5837,3.091,11
W.E.I.R.D. World,1995-09-26,0.7433,2.4,5
Gintama on Theater 2D: Kabukicho Shitennohen Arc,2025-02-21,0.7527,0.0,0
Mexico 2000,1983-02-03,1.4242,6.0,16
Let's Be Evil,2016-08-05,0.6082,4.185,146
Cybernetics Guardian,1989-10-31,0.9675,6.1,6
Out-of-range Woman (Director's Cut),2008-08-27,0.6965,0.0,0
The Visitor,1983-01-01,1.2292,5.242,118
The Park,2023-03-02,1.0697,5.659,63
Disconnect,2010-08-06,1.0834,5.7,10
Urusei Yatsura: Catch the Heart,1989-12-27,0.6833,6.0,7
The Final Programme,1974-08-01,0.753,5.054,28
Virus Girl,2023-08-18,0.8957,0.0,0
Rottweiler,2004-12-01,0.7808,3.341,63
Kids vs. Aliens,2023-01-20,0.8813,5.333,81
Space Dogg,,1.2327,0.0,0
Proyecto divergente,2022-04-01,0.9567,2.0,1
Harlem Valentines Day: Blood Is Sex,2025-01-30,0.741,4.5,2
Professor Lust,1967-11-30,0.3555,1.0,2
Gekisou Sentai Carranger vs Ohranger,1997-03-13,1.2841,7.0,10
Glimpscapes,2012-01-01,0.919,0.0,0
The Seed,2021-10-05,1.1174,4.899,79
Scarecrow,2013-10-05,0.9394,5.026,97
K-9000,1991-07-01,0.7787,4.5,12
After the Pandemic,2022-03-01,0.7886,5.071,84
Dragon Sword Outlander,2021-08-22,0.8855,6.0,3
Endangered Species,1982-09-10,1.0996,4.792,24
G-Loc,2020-08-11,0.9633,5.7,81
To the Stars by Hard Ways,1982-11-01,0.6832,5.516,63
Bodyjackers,2001-11-20,1.0663,0.0,0
Mahlen,,1.014,0.0,0
The Vineyard,1989-07-01,0.9198,4.6,31
Transmutations,1986-04-17,1.0055,3.871,35
Turn A Gundam II: Moonlight Butterfly,2002-02-10,1.0595,6.0,10
Strange Invaders,1983-09-16,0.9856,4.793,82
Kalki 2898-AD: Part 2,,0.9643,0.0,0
Love City,1986-07-26,1.2342,5.5,16
Symphony Dark,2014-02-01,1.2328,8.0,1
Buck Rogers,1977-01-01,1.0593,5.2,4
King Kong is Coming Back,2024-08-04,0.83,1.0,2
Arcadia of My Youth,1982-06-06,0.7473,6.3,3
Mega Python vs. Gatoroid,2011-01-29,1.0828,4.169,80
Deep Freeze,2002-06-10,0.7437,3.8,21
Journey to the Center of the Earth,1993-07-01,0.7855,3.8,16
Red Fang: Blue Sonnet,1995-09-20,0.8669,1.0,2
Mobile Suit Gundam Thunderbolt: Bandit Flower,2017-11-18,1.1471,6.1,21
Destination Moon,1950-06-27,0.6486,5.9,95
EscapeCation,2023-09-12,1.2584,6.0,1
Micro,,0.8419,0.0,0
Infected,2008-09-16,1.0916,4.538,26
Eiga Drive Head: Tomika Hyper Rescue – Kidō Kyūkyū Keisatsu,2018-08-24,1.2987,5.4,5
The Fourth Planet,1995-08-08,0.5328,5.0,3
This Boy Can Fight Aliens,2012-08-14,1.0414,4.3,6
Dual City,2015-03-09,0.5063,0.0,0
Can of Worms,1999-04-10,0.9267,4.7,45
Super Stooges vs the Wonder Women,1975-02-01,0.8753,5.8,48
Krrish 4,,1.1466,0.0,0
Doctor Who: The Next Doctor,2008-12-25,0.7938,7.382,228
The Ice Pirates,1984-03-16,1.1752,5.6,204
Captain EO,1986-09-12,1.1576,6.9,19
Thread,2017-06-18,0.4606,2.8,5
The Time Capsule,2022-11-23,0.8355,5.904,26
Termination Point,2008-07-20,0.9219,4.6,44
Zenkai!! Twokai!? Need for Development!! G-Rosso Last Fight!!: Kikai Sentai Zenkaiger Show Series Level 4,2022-02-05,1.1343,0.0,0
Hero Mama ★ League,2018-05-13,0.8337,7.3,3
Naked Reality,2016-12-06,0.8788,6.0,1
Frankenweenie,1984-12-14,1.0715,6.949,439
Solar Noise,2020-09-19,0.7989,6.3,3
Dead Mountaineer's Hotel,2027-01-28,0.7252,0.0,0
Infinity Chamber,2016-12-03,0.8711,6.266,273
Infinitum: Subject Unknown,2021-08-06,0.8959,5.393,56
Counter Clockwise,2016-10-04,0.9765,5.0,7
Program,2025-09-12,0.8582,6.0,3
The Vandal,2021-12-13,1.0749,5.429,7
Facsimile,2025-06-21,1.1679,0.0,0
Arve Rezzle: Mechanized Fairies,2013-03-02,0.8616,5.5,12
Sniffer,2006-01-18,0.6905,6.0,14
Hologram Man,1995-06-27,0.8855,4.1,20
Hellboy Animated: Blood and Iron,2007-03-10,1.1805,6.339,143
Boy 7,2016-02-19,1.0444,5.6,69
Deepfaking Sam Altman,2026-01-16,0.753,0.0,0
Island of Terror,1967-02-01,0.8579,5.862,112
Monitor,2015-10-16,0.9687,5.4,12
Coming Attractions,2008-10-08,0.3358,0.0,0
Kamen Rider Ryuki Special: 13 Riders,2002-09-19,0.8917,7.6,7
Captain Nemo,1975-01-25,0.5997,6.294,17
Lethal Orbit,1996-03-06,1.1189,5.0,1
Go! Anpanman: Rescue! Kokorin and the Star of Miracles,2011-07-02,0.9395,7.0,2
14 Going on 30,1988-03-06,0.7416,5.4,19
Earthbound,2012-02-06,1.6312,4.438,16
Ninpuu Sentai Hurricaneger Shushuuto: The Movie,2002-08-17,1.0303,5.7,12
In Search of Tomorrow,2022-02-19,0.6736,6.6,31
San Andreas Mega Quake,2019-04-03,0.8613,5.564,39
The Chasing World 2,2010-06-05,0.6783,6.0,4
Coppelia,2021-10-19,0.8644,6.7,8
Sisters of the Plague,2015-07-12,0.8601,3.1,12
Erotibot,2011-06-24,0.8842,4.262,21
Alien from L.A.,1988-02-26,0.9395,3.368,72
World Builder,2007-01-01,0.4141,6.81,22
Três Vagabundos,1952-01-01,0.7548,0.0,0
Wish Watch,,0.4675,0.0,0
Thunderbirds 55/GOGO,2022-01-07,0.8282,0.0,0
Biotherapy,1986-09-25,0.7312,5.7,10
Alien Lover,1975-11-25,1.0375,6.0,1
Transformations,1988-09-02,0.7506,3.875,20
Rhea Gall Force,1989-03-20,1.171,6.4,10
Lost Continent,1951-08-17,0.7062,3.474,38
Undersea Super Train: Marine Express,1979-08-26,0.9751,7.2,8
Hello Ladies,,1.3751,0.0,0
Star Wars Rebels: Spark of Rebellion,2014-10-03,1.0083,7.306,157
holySmoke,,1.0848,0.0,0
Extra-Terrestrial Boys & Girls: Part 2,2022-02-11,0.7647,8.5,2
"Fighting Fairy Girl: Rescue Me, Mave-chan!",2005-02-24,0.9712,3.3,3
Miami Golem,1985-11-12,0.4091,4.8,4
The Adept,2015-06-21,1.1779,6.1,8
Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-,2018-12-21,1.0024,7.0,1
Moonchild,1974-05-01,1.0277,1.8,5
Valley of the Dragons,1961-10-31,0.7727,5.571,14
Countdown,1968-05-01,1.1914,5.78,59
Omni Loop,2024-09-20,0.9695,5.875,92
Terminal Voyage,1994-06-08,0.7551,3.5,12
200X Year: Sho,1992-11-14,0.5773,0.0,0
Kaguya Hime,1935-11-11,0.507,0.0,0
Extra-Terrestrial Boys & Girls: Part 1,2022-01-28,0.7207,7.2,6
Kapture: Fluke,2017-08-03,1.0174,6.0,38
Existence,2012-10-20,0.455,4.8,6
The 10th Victim,1965-12-20,1.227,6.611,225
Captain Future: The Great Race in the Solar System,1978-12-31,0.8211,7.5,4
Infini,2015-05-08,0.978,5.236,386
The Medusa Touch,1978-04-14,0.9624,6.8,196
"Do It, Manya!",1991-07-05,0.6362,3.5,6
Crack in the World,1965-04-15,0.9768,5.721,68
The Time Shifters,1999-10-17,0.9615,5.837,52
Marjorie Prime,2017-08-18,1.031,6.1,207
Gonks Go Beat,1965-05-24,0.4111,2.8,5
The Something,,0.9939,0.0,0
Andor: A Disney+ Day Special Look,2022-09-08,1.1068,7.396,24
Ultraman Mebius Side Story: Ghost Rebirth - STAGE I: The Graveyard of Darkness,2009-11-25,0.8366,8.0,1
Godzilla vs. Megalon,2023-11-03,1.0742,8.567,15
Inversion,,0.7295,0.0,0
Teenage Mutant Ninja Turtles: Mutant Mayhem 2,2027-08-13,0.8715,0.0,0
Rubber's Lover,1996-09-28,0.9251,6.363,40
Wasteland,2021-07-30,0.9083,0.0,0
A Wrinkle in Time,2004-05-10,0.7875,6.212,52
Painkiller Jane,2005-12-10,0.8342,4.9,15
Contact,1982-01-01,0.8971,0.0,0
The Irregular at Magic High School THE MOVIE - Yotsuba Succession Arc -,2026-05-08,0.7364,0.0,0
Cyborg Hookers,2016-01-24,1.0854,4.8,12
Spectropia,2006-01-06,0.9701,6.0,1
Agni Nilavu,1991-01-01,0.4521,0.0,0
Lone Wolf,1988-08-16,1.1273,4.967,15
Partner,2023-08-25,0.4762,5.0,3
Nova Star,2021-12-11,1.0487,1.0,2
Kamen Rider Amazons The Movie: The Final Judgment,2018-05-19,0.9422,8.0,11
Laserblast,1978-03-01,0.898,3.324,108
Hirokin: The Last Samurai,2012-11-06,1.1121,3.656,45
The Unthinkable,2021-05-07,0.8671,5.675,186
Amazing Ape,2017-03-28,0.5286,4.0,3
Toxic Shark,2017-08-03,0.7284,5.561,99
Gantz,,1.2382,0.0,0
.hack//The Movie,2012-01-21,1.1985,6.8,14
Blue Gender: The Warrior,2004-07-20,0.9839,5.5,5
It! The Terror from Beyond Space,1958-07-31,0.8307,5.844,112
Hands of Steel,1986-08-29,0.8392,5.3,87
The Third Planet,1991-02-15,0.5164,3.533,15
Atomic War Bride,1960-07-23,0.3939,5.6,10
Invasión,2024-06-28,1.0942,6.4,5
Use the Eyeballs!,2015-11-12,0.8206,0.0,0
BoBoiBoy Movie 3: Gur'latan,,0.8878,0.0,0
Mega Cyclone,2012-04-27,1.0172,5.121,62
The Space Children,1958-06-01,0.5844,4.036,42
Mars Baby,2009-11-19,0.8746,2.3,3
Superman and the Mole Men,1951-11-23,0.7565,5.3,75
The Wad: The True Story Behind The Phantom Lake County Chewing Gum Disaster,2024-08-22,0.2879,0.0,0
Biopunk,2017-11-25,0.916,5.0,1
Kamen Rider Gaim: Fresh Orange Arms is Born! You Can Seize It Too! The Power of Fresh,2014-03-01,0.6412,5.0,1
Fire Serpent,2007-02-24,1.1766,4.609,23
Kishiryu Sentai Ryusoulger The Movie: Time Slip! Dinosaur Panic!!,2019-07-26,0.9215,0.0,0
Steel Frontier,1995-03-28,0.9006,4.7,15
Stalker: The Curse of the Zone,1999-01-01,1.0281,0.0,0
Solum,2019-05-01,1.0039,5.5,10
Rescue Party,1978-10-22,0.8886,0.0,0
Primal Scream,1986-02-19,1.0501,2.7,8
2036: Nexus Dawn,2017-08-30,0.8718,6.869,406
Samouraïs,2002-06-19,0.906,3.4,13
Mega Piranha,2010-04-10,1.0003,3.241,160
Code Geass: Rozé of the Recapture - Act 2,2024-06-07,1.0434,0.0,0
Las Nogas,2023-10-13,1.0215,0.0,0
Bling,2016-05-06,0.7819,5.7,35
Rainbow Brite and the Star Stealer,1985-11-15,0.875,5.6,38
Mothernet,2026-01-22,0.7611,7.5,3
The Mystery of the Eternal Night,1956-04-13,0.4018,4.5,13
The Element of Crime,1987-04-17,0.8592,6.355,220
Galaxy Investigation 2100: Border Planet,1986-08-24,0.9268,4.3,3
Night Feeders,2006-09-12,1.2071,3.75,12
Hoshizora Kiseki,2011-05-10,0.5613,5.5,3
Shadow Skill: Epilogue,1995-10-25,0.8773,4.8,8
Spiders,2000-06-14,0.8972,4.909,93
The Changed,2022-03-04,0.5982,4.0,6
Mourn,2020-10-01,1.0195,7.0,2
Crest of the Stars: Birth,2000-04-07,0.6703,9.0,1
Sleepworking,2013-06-28,0.9538,4.0,4
The Man from the Future,2013-09-08,0.9198,7.213,383
The Turn of the Century,2001-11-11,0.5191,3.0,5
Earth to Echo,2014-07-02,1.0422,5.907,607
Revolution Underway,1968-01-01,0.3946,0.0,0
2033,2009-09-24,0.6514,4.25,22
Class of 1999 II: The Substitute,1994-03-29,0.9983,4.476,62
Space Mutiny,1988-08-01,0.7093,2.696,79
Gdleen,1990-03-01,1.0406,2.2,2
The Sex Machine,1975-03-27,0.6235,4.5,12
I'll Follow You Down,2014-08-05,0.8191,6.0,191
2019: After the Fall of New York,1984-12-07,0.6544,5.38,100
Isolation,2006-03-17,0.8379,5.525,202
Stung,2015-07-03,1.0188,5.306,209
Olfactogram,2002-02-17,0.7343,0.0,0
Mobius,1997-12-12,1.0038,4.0,1
Alien Sniperess,2022-04-08,0.8903,3.8,20
Day of Wrath,1985-09-09,0.5448,5.667,9
Northstar,1986-08-09,0.619,10.0,1
Remigration,2011-03-31,1.0793,0.0,0
Anthrax,2001-01-01,0.8508,3.7,3
Eternal,2025-07-01,1.0173,6.0,22
Hoshi 35,2023-10-21,0.5508,5.0,1
Creature 3D,2014-09-12,0.8513,3.643,14
Catch,2016-12-01,1.0151,0.0,0
Kid's Story,2003-06-03,0.7856,7.1,183
Flight to Mars,1951-11-11,0.7778,5.125,32
Buddha Palm Technique,2020-03-10,0.8184,6.3,3
Himitsu Sentai Gorenger: The Volcano's Last Big Eruption,1976-06-19,0.8922,5.2,3
Platillos volantes,2003-11-07,0.5021,5.182,11
Rose of Nevada,2025-10-01,0.808,0.0,0
Godzilla vs. Gigan Rex,2023-03-22,1.2931,8.9,14
Mebana,2005-11-16,1.2112,6.0,1
Earth vs. the Spider,1958-09-01,0.7524,4.732,71
The Rizen,2017-05-06,0.4979,4.938,16
Battle Heater,1989-11-03,0.8373,7.2,5
Kamen Rider Kuuga: Special Edition,2001-10-21,0.7055,10.0,1
Puppet Master 5,1994-09-21,0.9022,5.073,123
We Put the World to Sleep,2025-10-18,1.049,0.0,0
Nurse Diary: Beast Afternoon,1982-02-05,0.7528,5.0,7
TAISU PROJECT,2024-08-10,1.1187,0.0,0
Anthem: Conviction,2019-02-14,0.4946,6.6,13
Rust,,0.8468,0.0,0
Meteor Moon,2020-12-28,0.6822,3.568,22
Kaizoku Sentai Gokaiger: Let's Make an Extremely GOLDEN Show of it! The 36-Stage Gokai Change!!,2011-11-01,0.9954,6.0,5
Five,1951-04-25,0.5607,6.608,37
Hooked on the Game,2009-12-20,0.7053,5.61,68
Beastmaster 2: Through the Portal of Time,1991-08-30,0.803,4.615,78
The Arrival,1991-01-01,0.6315,4.1,11
The Last Day of Summer,2007-07-20,0.9117,6.196,23
Final Approach,1991-12-06,0.596,6.0,14
Roboshark,2015-07-23,0.6926,3.808,39
The Earthling,,0.3871,0.0,0
Serpentarius,2019-02-10,0.8552,0.0,0
"Kamen Rider Fourze The Movie: It’s Space Time, Everybody!",2012-08-04,0.7976,6.0,10
Rats: Night of Terror,1986-02-21,0.7259,4.777,132
Fellowship of the Heavenly Lady Warm Ascension,2014-02-14,0.4561,2.0,2
Savage,1997-07-15,0.8752,4.0,13
Life Cycle,2022-11-07,0.8864,0.0,0
In Memory,2015-10-14,0.9115,0.0,0
Mobile Suit Gundam: The 08th MS Team - Miller's Report,2002-03-19,1.2823,7.1,13
Womaneater,1959-07-10,0.5045,4.409,22
Speed Train,2025-12-05,1.1204,4.1,7
Social Suicide,2020-08-20,0.926,0.0,0
Murdercycle,1999-02-16,1.0824,4.8,5
Quarantine-19,2022-06-01,1.0578,3.0,2
TheM,2021-11-01,0.9679,6.0,2
Invaders from Mars,1953-04-09,0.8826,5.92,200
Planet of Amoebas,2018-03-18,0.7113,3.0,4
Back to Gaya,2005-09-20,0.8939,5.303,99
Flesh Gordon Meets the Cosmic Cheerleaders,1990-07-11,0.9988,4.341,41
Junichi Yaoi's UFO On-site Coverage Vol.3: Is there a Child between a Human and an Extraterrestrial - Explore the Mystery of the Underground Secret Base!!,1992-12-25,0.3859,0.0,0
Ultraman Regulos: First Mission,2023-07-03,1.0645,0.0,0
Lewd Human Olga Secret Weapon of Ecstasy,2001-01-01,0.4665,0.0,0
Super Android Metalder: The Movie,1987-07-18,1.0113,8.5,2
Psychophonia,2016-10-07,0.7007,2.6,12
Outcast,2020-12-12,0.9376,6.0,1
Alien Sex Files: Alien Ecstasy,2009-07-04,0.889,3.4,5
Manual 2155,2023-04-06,0.9722,0.0,0
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Brave & Snipe,2018-02-03,0.8357,7.2,5
Perfect,2019-05-17,1.0975,4.3,47
Cencoroll,2009-09-25,0.757,6.2,50
Monster Island,2019-06-01,0.871,3.621,33
Transmission,2012-10-19,1.1626,7.0,3
"Me, Myself & the Void",2023-07-01,0.5974,6.3,3
Der achte Tag,1990-06-30,0.8754,0.0,0
Butterscotch: Butterscotch Over Berlin,2000-02-02,0.4313,2.667,3
Horror High,1973-09-20,0.616,5.543,35
Mazinkaiser vs Great Darkness General,2003-07-25,0.7641,5.9,8
Mooned,2023-12-22,0.8455,6.5,43
外星人来了,2017-06-15,0.4456,0.0,0
Uncanny Valley,2015-12-01,0.442,7.074,34
Iggy the Eagle,2026-02-06,1.2637,10.0,1
The Buried Secret of M. Night Shyamalan,2004-06-18,0.9527,6.5,16
Encounters,2024-07-04,0.6968,5.0,1
The Day the Earth Caught Fire,1962-03-14,0.9331,6.817,164
Ο Κώτσος και οι εξωγήινοι,1980-01-01,0.3749,2.0,2
Blade of the Phantom Master,2007-11-13,1.0296,6.1,22
Samurai Angel Wars,2011-11-26,0.759,4.333,6
Alien: Ore,2019-03-30,0.807,6.144,52
Man-Made Monster,1941-03-28,0.8762,6.1,40
Heaven's Lost Property Final – The Movie: Eternally My Master,2020-09-25,1.0714,7.4,47
The Rats,2002-09-17,0.7014,5.36,75
Solace,2017-02-01,0.9385,0.0,0
Utopia,2004-11-27,0.2961,0.0,0
Romance Reboot,2025-10-17,0.8283,8.0,1
Solus,2022-11-26,0.9325,4.0,1
Spermula,1976-07-07,0.9574,4.086,29
Time Conqueror,1987-01-02,0.4208,6.0,1
Molodogvardeytsev 32,2016-12-06,0.8222,8.0,2
Strange Frequency,2001-01-24,0.8846,4.333,9
The Demonic Beast Front,1990-10-01,0.9664,0.0,0
Mobile Suit Gundam: The Light of Life Chronicle U.C.,2019-09-26,0.7808,7.0,2
Incontrol,2017-08-27,0.5245,5.2,18
Foil,2023-03-05,1.121,5.7,6
Kamen Rider Den-O: Final Trilogy Special Edition,2008-07-21,0.8841,0.0,0
Zëiram 2,1994-12-17,0.8637,6.423,13
Tobor the Great,1954-09-01,0.7253,5.217,30
A.I. Assault,2006-09-11,0.971,5.2,52
Trancers II,1991-08-22,0.9272,5.622,131
Shennong Monster,2024-09-13,0.4809,0.0,0
Rekillection,2024-02-09,1.019,10.0,1
Get Street Smart: A Kid's Guide to Stranger Dangers,1995-01-01,0.438,6.0,1
The Suite Life Movie,2011-03-25,1.0704,6.085,530
Jonah,2024-03-12,1.0813,4.0,9
Last Lives,1997-10-18,0.5452,3.0,2
Nobody Loses Forever,2000-11-17,0.3354,2.0,2
Origin,2016-10-21,1.0443,4.556,9
Something in the Dirt,2022-11-04,0.8201,5.794,124
Brave New World,1998-04-19,1.1108,5.4,44
The Hug,2018-10-01,1.3765,6.032,31
Mobile Police Patlabor Reboot,2016-10-15,0.9938,7.4,8
Mechamato Movie,2022-12-08,1.1525,6.0,1
Outcast,1990-10-14,1.2832,3.8,6
Life is a Moment,1987-04-03,0.9795,0.0,0
Temple,2015-12-03,1.0687,6.2,6
Beyond the Lost World: The Alien Conspiracy III,2003-01-21,0.4023,0.0,0
Voyage to the Bottom of the Sea,1961-07-12,1.0114,5.6,136
Himitsu Sentai Gorenger: The Blue Fortress,1975-07-26,0.6836,10.0,1
El Camino,2022-01-17,0.9676,5.7,3
The Visitants,1986-03-10,0.8852,3.7,11
ジョギング渡り鳥,2016-03-19,0.3277,0.0,0
Merlin: The Return,2000-12-22,0.9425,5.0,59
Blue World Order,2017-03-03,0.822,4.217,23
The Thing Below,2004-01-07,1.0498,3.219,32
Mutation on Mars,2021-08-27,0.995,6.714,63
The Stolen Airship,1967-04-28,0.9084,6.9,26
Final Flesh,2009-06-09,0.9322,4.7,20
Hairpin Double,2022-03-25,0.9768,0.0,0
The Rift,1990-10-05,0.9474,4.643,84
Deathsport,1978-04-01,0.8193,3.914,58
My Robot Girlfriend,2020-09-11,0.9075,6.667,3
U.F.O.,2013-06-21,0.9549,4.202,186
Housewives from Another World,2010-05-06,0.8491,5.125,12
The Phantom Creeps,1939-01-07,0.7671,4.2,22
Kept,2017-08-25,0.8452,5.0,1
Eve of Destruction,1991-01-18,0.7175,4.619,59
Ultraman Monster Legend: The 40 Year Old Truth,2005-12-22,0.7264,0.0,0
Robo Warriors,1998-08-25,0.8433,5.367,15
Iron Widow,,0.6187,0.0,0
The Amaranth,2018-10-26,0.8822,4.267,15
Anthem,2007-01-01,1.0825,5.2,4
Dreadspace,2017-10-11,0.8816,7.0,3
Jubilee,1983-04-25,0.4087,4.3,3
Rakka,2017-06-14,16.8377,6.994,340
Dr. Goldfoot and the Girl Bombs,1966-11-09,0.6889,5.0,62
Gunslinger Girl: Il Teatrino,2008-01-08,0.6045,8.0,1
Beyond,2013-08-19,0.8868,5.7,7
G.I. Joe: Ever Vigilant,,1.0338,0.0,0
Empyrean,2015-10-08,1.0302,0.0,0
Kālewa,2018-09-07,0.9289,7.8,4
Death Game,1996-09-21,0.7223,3.286,7
Still,2014-09-11,0.9355,10.0,1
Planetagatik,2024-10-25,0.9403,0.0,0
Kamen Rider Kuuga: Good Job,2001-01-20,0.6748,5.5,1
Ninja Apocalypse,2014-08-05,0.6603,3.408,38
Coma,2019-11-11,0.9782,7.0,2
Tokusou Robo Janperson the Movie: Mother is Eternal! The Electric Brain’s Love and Passion on the Operating Table,1993-04-17,0.5909,9.0,1
Mis-drop,2013-12-01,0.5086,6.5,10
Jupiter,2025-07-22,0.997,6.125,8
Saving Soldier Cashman,1997-07-29,0.8992,6.1,9
Turbo,2009-04-30,1.0396,5.2,2
Selfie,2023-10-31,0.9237,0.0,0
Timelock,1996-01-01,0.7847,3.4,10
Doctor Franken,1980-01-13,0.6697,2.0,1
Spider-Ham: Caught in a Ham,2019-03-19,0.8253,6.85,220
Invisible Invaders,1959-05-15,0.7242,5.0,43
Quest,1984-10-01,1.2357,6.575,20
The Spring,2000-01-16,0.8731,6.563,16
Warning Sign,1985-08-23,0.9465,5.946,74
Coconut Shy,2013-04-22,0.7931,5.0,1
Parallel Consequences,2025-02-13,0.3334,0.0,0
Chained Heat 2001: Slave Lovers,2001-01-16,1.3554,4.8,6
Stan Lee's Mighty 7,2014-02-01,0.8115,5.7,17
Another Day,2001-12-04,0.8253,5.477,22
Rachel,,0.8618,0.0,0
Sublime,2025-05-09,0.9382,0.0,0
Armor Hero Emperor,2010-01-23,0.732,7.7,3
Iron Girl,2012-06-21,1.05,5.286,7
Bondage Queen Kate,1994-07-21,0.5311,6.0,1
Yesterday,2004-08-08,0.7937,3.8,12
At the Earth's Core,1976-07-01,0.8919,5.067,163
Casey Jones,2011-09-18,1.0925,0.0,0
TV-Dad,1988-10-24,0.9156,0.0,0
Algea: God of Pain,2023-10-26,1.3954,6.7,76
InVade,2021-07-01,0.9208,0.0,0
RS Project -Rebirth Storage-,2016-06-26,0.6903,4.0,1
Sector 7,2011-08-04,1.1387,4.844,77
Iron Girl: Ultimate Weapon,2015-01-17,1.1384,5.087,23
The Alligator People,1959-07-16,0.9197,5.613,62
Maanaadu,2021-11-24,0.5503,6.9,46
Dylan Dog: Dead of Night,2011-11-01,1.0957,4.749,524
Princess of Mars,2009-12-29,0.9008,4.047,43
The Shadow Effect,2017-05-02,1.1176,5.0,147
Final Equinox,1995-10-30,0.6108,0.0,0
The Lift,2021-01-15,0.5077,5.9,61
Kamen Rider W Returns: Kamen Rider Accel,2011-04-21,0.8588,6.6,200
Luxna,2016-11-22,0.3873,6.0,1
Big Bad,2016-08-02,1.019,4.267,15
Android,1982-10-15,0.9797,5.4,55
Baida,2025-03-21,0.8742,3.0,1
Bakuryu Sentai Abaranger DELUXE: Abare Summer is Freezing Cold!,2003-08-16,0.9457,6.308,13
Kamen Rider Demons Transformation Lesson,2022-12-07,0.3741,0.0,0
The Legend of Marine Snow,1980-08-12,0.8107,6.0,1
Night Surf,2014-12-12,0.8419,0.0,0
Alien Lockdown,2004-03-01,0.648,3.7,19
Ultra Galaxy Legend Side Story: Ultraman Zero vs. Darklops Zero - Stage I: Cosmic Collision,2010-11-26,1.0008,7.8,4
Babylon 5: The River of Souls,1998-11-08,0.6778,6.391,119
Again Again,,0.8959,0.0,0
Kamen Rider Gavv,2024-09-01,0.6266,0.0,0
GARO Special: Beast of the Demon Night,2018-06-26,0.9052,7.6,5
Kamen Rider Fourze: Rocket Drill States of Friendship,2012-07-01,0.595,0.0,0
Marvel One-Shot: Item 47,2012-09-25,1.0965,6.427,591
The Making of 'E.T. the Extra-Terrestrial',1996-10-01,0.696,7.4,15
Shock Waves,1977-07-15,0.8979,4.819,135
Super Volcano,2022-10-13,0.7655,5.6,30
The Genius,1993-04-02,0.5179,5.0,1
Revenge of the Creature,1955-03-30,0.7388,5.596,156
The Family Complete,2010-03-26,0.6484,4.6,7
Time Loop,2020-09-01,0.8818,4.9,24
Atlas Shrugged: Part I,2011-04-15,0.933,5.437,213
Ressha Sentai ToQger Final Live Tour 2015,2015-06-24,0.7794,7.0,1
Harrison Bergeron,1995-08-13,0.916,6.705,56
Webmaster,1998-08-28,1.1367,5.796,27
Batman and Robin,1949-05-26,0.7248,5.6,39
Shuriken Sentai Ninninger: AkaNinger vs. StarNinger Hundred Nin Battle!,2015-06-01,1.1484,0.0,0
"1, 2, 3 Love",2023-12-29,0.5548,0.0,0
Terminator Zan Kill,2009-07-09,1.1742,5.7,17
Beached,2020-09-07,0.573,0.0,0
Star Knight,1985-12-20,0.6076,4.057,35
The Prodigies,2011-06-07,0.8391,6.034,116
RE:cycle of the PENGUINDRUM Part 1: Your Train Is the Survival Tactic,2023-04-07,0.9798,7.6,4
Compulsive Liar,2019-07-10,0.7739,6.6,27
Battle For SkyArk,2016-01-05,0.8188,3.794,68
Dr. Jekyll and Mr. Hyde,1955-07-28,0.5126,6.0,1
Kamen Rider Build: Birth! Bear Televi!! VS Kamen Rider Grease!,2018-03-14,0.9969,0.0,0
Dead End Drive-In,1986-08-13,0.731,5.655,116
YOSHIE ZERO,2010-08-06,0.7007,6.5,2
Day of the Animals,1977-05-13,0.9161,5.203,74
Project-M,2014-09-20,0.5841,4.692,26
"Blind Willow, Sleeping Woman",2023-04-14,0.7878,6.759,27
The Kid,2018-07-27,0.8982,3.5,4
Alternative 3,1977-06-20,1.62,5.9,9
Legend of Dinosaurs and Monster Birds,1977-10-12,0.7118,4.371,31
Boonie Bears: The Big Shrink,2018-02-16,0.7472,6.615,13
Teenage Monster,1958-01-08,1.4759,3.3,10
In Captivity,2011-01-10,0.9201,8.333,3
Not of This Earth,1995-09-05,0.7702,3.857,14
Sleep Dealer,2008-12-10,1.334,5.899,129
Girls Remix in Halloween Party,2025-10-26,0.5558,0.0,0
Collider,2018-08-07,0.8305,3.925,20
Uyir Mozhi,2016-11-15,0.4311,10.0,1
Trans,2021-02-26,0.5842,5.5,2
Inverse,2014-02-09,1.042,4.8,5
